0,1.5,1.5,1.7,1.5,1.5
1,0,0,0,0,0
2,0,0,0,0,0
3,1.2,1.1,1.2,1.6,1.6
4,1.5,1.5,1.7,1.5,1.5
5,1.5,1.5,1.7,1.5,1.5
6,1.5,1.4,1.3,1.2,1.1
