0,5.171,6.511,8.125,7.466,4.914
1,5.416,6.127,8.463,7.140,4.695
2,5.957,6.526,8.571,7.413,4.240
3,5.549,6.634,8.312,7.772,4.041
4,5.779,6.059,8.147,7.546,4.338
5,5.312,6.198,8.601,7.488,4.099
