,steps,agents,dlt,mean,max,min
0,96,5,blockchain,27.392627249161404,30.973920822143555,23.49822211265564
1,96,10,blockchain,58.039944656193256,63.84326434135437,52.00078749656677
2,96,15,blockchain,86.71285510311525,101.05394577980042,67.81328463554382
3,96,25,blockchain,145.76189815749726,156.53604555130005,133.01154923439026
4,96,50,blockchain,289.97201325496036,340.3460280895233,254.067391872406
